ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF
Q9EST3	cosine	24.0	15.0	18.0	99960.77371943225	7373.593076531058	12.0	42.0	122655.102427	90644.0548302	32011.0475971	1.35315109918	1.10885512243	0.16145345864562208	0.13451203512311516	3.7663369834472245
Q9EST4-3	cosine	24.0	6.0	3.0	98195.61871773926	3832.8355780324728	36.0	21.0	104786.247154	92396.8696897	12389.3774642	1.13408871432	1.07376611709	0.17444777823847862	0.11618577088949705	3.2532015849059173
Q9EST5	cosine	24.0	0.0	21.0	168774.1828447377	4457.342014268468	12.0	45.0	176730.832525	159245.60215	17485.2303756	1.10980039725	1.04467047873	0.45480751637183664	0.0009240395187704023	0.025873106525571263
Q9ESW4	cosine	24.0	21.0	9.0	252476.79691201806	19062.908299903746	45.0	0.0	281575.78227	212443.011152	69132.7711176	1.32541795912	1.13340565595	0.2783741142103382	0.0283411053804827	0.7935509506535156
Q9ESW8	cosine	24.0	15.0	0.0	180703.3270884528	4031.954702466443	36.0	3.0	192545.830168	174373.169762	18172.6604065	1.10421706752	1.02825751211	0.3586693421794159	0.0070353044355588755	0.19698852419564852
Q9ESX5	cosine	24.0	0.0	18.0	533638.7029383485	24232.513911390197	27.0	54.0	598248.251928	487639.338269	110608.91366	1.22682524764	1.04119164812	0.3173972005106735	0.014893695995628085	0.41702348787758636
Q9ESY9	cosine	24.0	3.0	9.0	33886.22092079263	3516.344191336721	12.0	69.0	39414.0159164	26821.7165819	12592.2993345	1.46948148512	1.20190019079	0.1413117939947929	0.16666639132744304	4.666658957168405
Q9ET22	cosine	24.0	21.0	0.0	835138.3338063637	43021.42399200137	54.0	3.0	919625.881344	780701.904126	138923.977218	1.17794753219	1.09219974916	0.21815970297510862	0.06764995867882109	1.8941988430069907
Q9ET26	cosine	24.0	9.0	6.0	101930.0822427115	4539.146328381753	12.0	30.0	109153.49339	94435.0914049	14718.4019851	1.15585733826	1.07452283358	0.28689034348968306	0.024761821716796587	0.6933310080703045
Q9ET54-6	cosine	24.0	12.0	15.0	98498.06785760987	4746.1212727076145	9.0	54.0	106706.265094	89452.9659134	17253.299181	1.19287565264	1.09487739852	0.19900077460972024	0.08654178804169727	2.4231700651675236
